Site Time,Elkor Production Meter Kilowatt hours,Site Performance Estimate Kilowatt hours
5/19/2022 0:00,-0.011,0
5/19/2022 0:05,-0.01,0
5/19/2022 0:10,-0.015,0
5/19/2022 0:15,-0.007,0
5/19/2022 0:20,-0.011,0
5/19/2022 0:25,-0.011,0
5/19/2022 0:30,-0.01,0
5/19/2022 0:35,-0.015,0
5/19/2022 0:40,-0.008,0
5/19/2022 0:45,-0.01,0
5/19/2022 0:50,-0.011,0
5/19/2022 0:55,-0.009,0
5/19/2022 1:00,-0.013,0
5/19/2022 1:05,-0.011,0
5/19/2022 1:10,-0.011,0
5/19/2022 1:15,-0.009,0
5/19/2022 1:20,-0.013,0
5/19/2022 1:25,-0.012,0
5/19/2022 1:30,-0.01,0
5/19/2022 1:35,-0.011,0
5/19/2022 1:40,-0.01,0
5/19/2022 1:45,-0.009,0
5/19/2022 1:50,-0.011,0
5/19/2022 1:55,-0.012,0
5/19/2022 2:00,-0.009,0
5/19/2022 2:05,-0.015,0
5/19/2022 2:10,-0.01,0
5/19/2022 2:15,-0.009,0
5/19/2022 2:20,-0.012,0
5/19/2022 2:25,-0.009,0
5/19/2022 2:30,-0.015,0
5/19/2022 2:35,-0.01,0
5/19/2022 2:40,-0.009,0
5/19/2022 2:45,-0.012,0
5/19/2022 2:50,-0.012,0
5/19/2022 2:55,-0.009,0
5/19/2022 3:00,-0.013,0
5/19/2022 3:05,-0.009,0
5/19/2022 3:10,-0.012,0
5/19/2022 3:15,-0.012,0
5/19/2022 3:20,-0.011,0
5/19/2022 3:25,-0.011,0
5/19/2022 3:30,-0.009,0
5/19/2022 3:35,-0.011,0
5/19/2022 3:40,-0.012,0
5/19/2022 3:45,-0.011,0
5/19/2022 3:50,-0.01,0
5/19/2022 3:55,-0.012,0
5/19/2022 4:00,-0.01,0
5/19/2022 4:05,-0.007,0
5/19/2022 4:10,-0.014,0
5/19/2022 4:15,-0.007,0
5/19/2022 4:20,-0.012,0
5/19/2022 4:25,-0.01,0
5/19/2022 4:30,-0.015,0
5/19/2022 4:35,-0.008,0
5/19/2022 4:40,-0.011,0
5/19/2022 4:45,-0.008,0
5/19/2022 4:50,-0.014,0
5/19/2022 4:55,-0.009,0
5/19/2022 5:00,-0.008,0
5/19/2022 5:05,-0.013,0
5/19/2022 5:10,-0.009,0
5/19/2022 5:15,-0.012,0
5/19/2022 5:20,-0.009,0
5/19/2022 5:25,-0.012,0
5/19/2022 5:30,-0.012,0
5/19/2022 5:35,-0.008,0
5/19/2022 5:40,-0.011,0
5/19/2022 5:45,-0.011,0
5/19/2022 5:50,-0.011,0
5/19/2022 5:55,-0.009,0
5/19/2022 6:00,0.002,0
5/19/2022 6:05,0.047,0
5/19/2022 6:10,0.125,0
5/19/2022 6:15,0.364,0
5/19/2022 6:20,0.585,0
5/19/2022 6:25,0.977,0
5/19/2022 6:30,1.437,0.337
5/19/2022 6:35,1.755,0.781
5/19/2022 6:40,2.246,1.215
5/19/2022 6:45,2.575,1.623
5/19/2022 6:50,2.913,2.002
5/19/2022 6:55,2.707,2.375
5/19/2022 7:00,2.437,2.746
5/19/2022 7:05,3.03,3.107
5/19/2022 7:10,3.99,3.523
5/19/2022 7:15,4.453,4.014
5/19/2022 7:20,5.149,4.59
5/19/2022 7:25,5.898,5.257
5/19/2022 7:30,6.814,6.015
5/19/2022 7:35,7.133,6.861
5/19/2022 7:40,8.667,7.786
5/19/2022 7:45,9.429,8.785
5/19/2022 7:50,10.428,9.847
5/19/2022 7:55,12.907,10.963
5/19/2022 8:00,13.465,12.124
5/19/2022 8:05,12.334,13.322
5/19/2022 8:10,11.908,14.547
5/19/2022 8:15,11.52,15.793
5/19/2022 8:20,9.696,17.053
5/19/2022 8:25,7.944,18.32
5/19/2022 8:30,7.725,19.589
5/19/2022 8:35,9.909,20.856
5/19/2022 8:40,11.857,22.115
5/19/2022 8:45,12.479,23.364
5/19/2022 8:50,13.187,24.6
5/19/2022 8:55,15.293,25.819
5/19/2022 9:00,17.547,27.021
5/19/2022 9:05,17.453,28.202
5/19/2022 9:10,17.779,29.361
5/19/2022 9:15,18.488,30.498
5/19/2022 9:20,20.136,31.611
5/19/2022 9:25,22.774,32.7
5/19/2022 9:30,23.38,33.763
5/19/2022 9:35,18.437,34.8
5/19/2022 9:40,15.638,35.812
5/19/2022 9:45,12.456,36.797
5/19/2022 9:50,11.453,37.756
5/19/2022 9:55,11.908,38.688
5/19/2022 10:00,17.511,39.594
5/19/2022 10:05,31.049,40.473
5/19/2022 10:10,57.784,41.326
5/19/2022 10:15,49.602,42.153
5/19/2022 10:20,51.759,42.954
5/19/2022 10:25,52.741,43.728
5/19/2022 10:30,51.431,44.476
5/19/2022 10:35,48.202,45.199
5/19/2022 10:40,49.433,45.895
5/19/2022 10:45,48.928,46.566
5/19/2022 10:50,50.407,47.212
5/19/2022 10:55,50.797,47.768
5/19/2022 11:00,49.834,48.259
5/19/2022 11:05,55.802,48.73
5/19/2022 11:10,57.999,49.181
5/19/2022 11:15,55.41,49.451
5/19/2022 11:20,61.293,49.694
5/19/2022 11:25,52.204,49.925
5/19/2022 11:30,59.263,49.963
5/19/2022 11:35,61.139,49.963
5/19/2022 11:40,120.124,49.963
5/19/2022 11:45,,49.963
5/19/2022 11:50,59.516,49.963
5/19/2022 11:55,62.483,49.963
5/19/2022 12:00,62.531,49.963
5/19/2022 12:05,124.915,49.963
5/19/2022 12:10,,49.963
5/19/2022 12:15,62.394,49.963
5/19/2022 12:20,62.413,49.963
5/19/2022 12:25,62.494,49.963
5/19/2022 12:30,125.011,49.963
5/19/2022 12:35,,49.963
5/19/2022 12:40,62.479,49.963
5/19/2022 12:45,62.566,49.963
5/19/2022 12:50,62.415,49.963
5/19/2022 12:55,125.005,49.963
5/19/2022 13:00,,49.963
5/19/2022 13:05,62.549,49.963
5/19/2022 13:10,59.756,49.963
5/19/2022 13:15,48.539,49.963
5/19/2022 13:20,98.439,49.963
5/19/2022 13:25,,49.963
5/19/2022 13:30,57.01,49.963
5/19/2022 13:35,55.773,49.963
5/19/2022 13:40,55.851,49.963
5/19/2022 13:45,105.982,49.963
5/19/2022 13:50,,49.963
5/19/2022 13:55,48.566,49.963
5/19/2022 14:00,39.907,49.963
5/19/2022 14:05,43.043,49.963
5/19/2022 14:10,119.18,49.963
5/19/2022 14:15,,49.963
5/19/2022 14:20,61.509,49.963
5/19/2022 14:25,62.572,49.963
5/19/2022 14:30,62.465,49.963
5/19/2022 14:35,123.794,49.963
5/19/2022 14:40,,49.963
5/19/2022 14:45,61.327,49.853
5/19/2022 14:50,62.474,49.619
5/19/2022 14:55,62.382,49.374
5/19/2022 15:00,124.731,49.05
5/19/2022 15:05,,48.598
5/19/2022 15:10,62.203,48.127
5/19/2022 15:15,61.377,47.636
5/19/2022 15:20,61.001,47.052
5/19/2022 15:25,119.623,46.407
5/19/2022 15:30,,45.737
5/19/2022 15:35,59.222,45.042
5/19/2022 15:40,57.454,44.321
5/19/2022 15:45,56.545,43.576
5/19/2022 15:50,109.614,42.805
5/19/2022 15:55,,42.008
5/19/2022 16:00,54.226,41.187
5/19/2022 16:05,51.424,40.341
5/19/2022 16:10,50.349,39.469
5/19/2022 16:15,95.841,38.572
5/19/2022 16:20,,37.648
5/19/2022 16:25,46.947,36.698
5/19/2022 16:30,44.334,35.723
5/19/2022 16:35,43.201,34.721
5/19/2022 16:40,80.893,33.695
5/19/2022 16:45,,32.642
5/19/2022 16:50,39.399,31.565
5/19/2022 16:55,36.846,30.464
5/19/2022 17:00,35.452,29.341
5/19/2022 17:05,33.564,28.195
5/19/2022 17:10,31.491,27.029
5/19/2022 17:15,29.941,25.842
5/19/2022 17:20,27.971,24.637
5/19/2022 17:25,26.65,23.415
5/19/2022 17:30,24.902,22.18
5/19/2022 17:35,23.001,20.934
5/19/2022 17:40,21.562,19.68
5/19/2022 17:45,19.826,18.423
5/19/2022 17:50,17.928,17.167
5/19/2022 17:55,16.516,15.917
5/19/2022 18:00,14.732,14.68
5/19/2022 18:05,13.423,13.462
5/19/2022 18:10,11.815,12.27
5/19/2022 18:15,10.71,11.111
5/19/2022 18:20,9.438,9.996
5/19/2022 18:25,8.508,8.932
5/19/2022 18:30,7.438,7.928
5/19/2022 18:35,6.594,6.995
5/19/2022 18:40,5.821,6.139
5/19/2022 18:45,9.705,5.369
5/19/2022 18:50,,4.687
5/19/2022 18:55,4.483,4.096
5/19/2022 19:00,4.017,3.592
5/19/2022 19:05,3.654,3.165
5/19/2022 19:10,3.372,2.797
5/19/2022 19:15,3.058,2.445
5/19/2022 19:20,2.785,2.066
5/19/2022 19:25,2.458,1.696
5/19/2022 19:30,2.172,1.299
5/19/2022 19:35,1.834,0.874
5/19/2022 19:40,1.54,0.434
5/19/2022 19:45,1.2,0.03
5/19/2022 19:50,0.923,0
5/19/2022 19:55,0.617,0
5/19/2022 20:00,0.383,0
5/19/2022 20:05,0.168,0
5/19/2022 20:10,0.053,0
5/19/2022 20:15,-0.008,0
5/19/2022 20:20,-0.012,0
5/19/2022 20:25,-0.012,0
5/19/2022 20:30,-0.011,0
5/19/2022 20:35,-0.008,0
5/19/2022 20:40,-0.008,0
5/19/2022 20:45,-0.012,0
5/19/2022 20:50,-0.012,0
5/19/2022 20:55,-0.012,0
5/19/2022 21:00,-0.008,0
5/19/2022 21:05,-0.009,0
5/19/2022 21:10,-0.01,0
5/19/2022 21:15,-0.012,0
5/19/2022 21:20,-0.012,0
5/19/2022 21:25,-0.009,0
5/19/2022 21:30,-0.01,0
5/19/2022 21:35,-0.012,0
5/19/2022 21:40,-0.008,0
5/19/2022 21:45,-0.015,0
5/19/2022 21:50,-0.007,0
5/19/2022 21:55,-0.012,0
5/19/2022 22:00,-0.008,0
5/19/2022 22:05,-0.014,0
5/19/2022 22:10,-0.009,0
5/19/2022 22:15,-0.012,0
5/19/2022 22:20,-0.011,0
5/19/2022 22:25,-0.007,0
5/19/2022 22:30,-0.013,0
5/19/2022 22:35,-0.009,0
5/19/2022 22:40,-0.01,0
5/19/2022 22:45,-0.009,0
5/19/2022 22:50,-0.01,0
5/19/2022 22:55,-0.015,0
5/19/2022 23:00,-0.011,0
5/19/2022 23:05,-0.008,0
5/19/2022 23:10,-0.008,0
5/19/2022 23:15,-0.013,0
5/19/2022 23:20,-0.01,0
5/19/2022 23:25,-0.012,0
5/19/2022 23:30,-0.011,0
5/19/2022 23:35,-0.008,0
5/19/2022 23:40,-0.012,0
5/19/2022 23:45,-0.009,0
5/19/2022 23:50,-0.01,0
5/19/2022 23:55,-0.014,0
5/20/2022 0:00,-0.006,0
5/20/2022 0:05,-0.014,0
5/20/2022 0:10,-0.009,0
5/20/2022 0:15,-0.012,0
5/20/2022 0:20,-0.012,0
5/20/2022 0:25,-0.009,0
5/20/2022 0:30,-0.01,0
5/20/2022 0:35,-0.014,0
5/20/2022 0:40,-0.009,0
5/20/2022 0:45,-0.012,0
5/20/2022 0:50,-0.011,0
5/20/2022 0:55,-0.008,0
5/20/2022 1:00,-0.012,0
5/20/2022 1:05,-0.012,0
5/20/2022 1:10,-0.011,0
5/20/2022 1:15,-0.01,0
5/20/2022 1:20,-0.009,0
5/20/2022 1:25,-0.01,0
5/20/2022 1:30,-0.013,0
5/20/2022 1:35,-0.009,0
5/20/2022 1:40,-0.01,0
5/20/2022 1:45,-0.012,0
5/20/2022 1:50,-0.011,0
5/20/2022 1:55,-0.01,0
5/20/2022 2:00,-0.013,0
5/20/2022 2:05,-0.011,0
5/20/2022 2:10,-0.009,0
5/20/2022 2:15,-0.012,0
5/20/2022 2:20,-0.011,0
5/20/2022 2:25,-0.008,0
5/20/2022 2:30,-0.015,0
5/20/2022 2:35,-0.008,0
5/20/2022 2:40,-0.012,0
5/20/2022 2:45,-0.009,0
5/20/2022 2:50,-0.01,0
5/20/2022 2:55,-0.012,0
5/20/2022 3:00,-0.012,0
5/20/2022 3:05,-0.012,0
5/20/2022 3:10,-0.012,0
5/20/2022 3:15,-0.01,0
5/20/2022 3:20,-0.013,0
5/20/2022 3:25,-0.009,0
5/20/2022 3:30,-0.014,0
5/20/2022 3:35,-0.01,0
5/20/2022 3:40,-0.013,0
5/20/2022 3:45,-0.009,0
5/20/2022 3:50,-0.01,0
5/20/2022 3:55,-0.012,0
5/20/2022 4:00,-0.012,0
5/20/2022 4:05,-0.009,0
5/20/2022 4:10,-0.01,0
5/20/2022 4:15,-0.012,0
5/20/2022 4:20,-0.012,0
5/20/2022 4:25,-0.012,0
5/20/2022 4:30,-0.015,0
5/20/2022 4:35,-0.008,0
5/20/2022 4:40,-0.008,0
5/20/2022 4:45,-0.013,0
5/20/2022 4:50,-0.01,0
5/20/2022 4:55,-0.013,0
5/20/2022 5:00,-0.01,0
5/20/2022 5:05,-0.013,0
5/20/2022 5:10,-0.01,0
5/20/2022 5:15,-0.012,0
5/20/2022 5:20,-0.008,0
5/20/2022 5:25,-0.013,0
5/20/2022 5:30,-0.014,0
5/20/2022 5:35,-0.009,0
5/20/2022 5:40,-0.01,0
5/20/2022 5:45,-0.014,0
5/20/2022 5:50,-0.009,0
5/20/2022 5:55,0.008,0
5/20/2022 6:00,0.084,0
5/20/2022 6:05,0.16,0
5/20/2022 6:10,0.302,0
5/20/2022 6:15,0.573,0
5/20/2022 6:20,0.813,0
5/20/2022 6:25,1.285,0
5/20/2022 6:30,1.547,0.39
5/20/2022 6:35,2.158,0.835
5/20/2022 6:40,2.517,1.267
5/20/2022 6:45,2.994,1.673
5/20/2022 6:50,3.104,2.051
5/20/2022 6:55,3.771,2.423
5/20/2022 7:00,4.524,2.792
5/20/2022 7:05,5.774,3.153
5/20/2022 7:10,6.854,3.571
5/20/2022 7:15,6.721,4.063
5/20/2022 7:20,6.339,4.641
5/20/2022 7:25,5.926,5.309
5/20/2022 7:30,6.835,6.068
5/20/2022 7:35,8.606,6.914
5/20/2022 7:40,10.101,7.84
5/20/2022 7:45,11.115,8.838
5/20/2022 7:50,11.557,9.9
5/20/2022 7:55,10.823,11.015
5/20/2022 8:00,10.655,12.175
5/20/2022 8:05,8.766,13.372
5/20/2022 8:10,9.698,14.596
5/20/2022 8:15,11.756,15.84
5/20/2022 8:20,12.583,17.098
5/20/2022 8:25,13.677,18.364
5/20/2022 8:30,15.11,19.631
5/20/2022 8:35,14.135,20.896
5/20/2022 8:40,13.322,22.153
5/20/2022 8:45,17.437,23.401
5/20/2022 8:50,14.148,24.634
5/20/2022 8:55,18.775,25.852
5/20/2022 9:00,16.405,27.052
5/20/2022 9:05,18.214,28.232
5/20/2022 9:10,24.414,29.39
5/20/2022 9:15,21.632,30.525
5/20/2022 9:20,23.67,31.637
5/20/2022 9:25,27.252,32.724
5/20/2022 9:30,21.312,33.786
5/20/2022 9:35,24.932,34.822
5/20/2022 9:40,23.924,35.832
5/20/2022 9:45,28.817,36.816
5/20/2022 9:50,23.664,37.774
5/20/2022 9:55,27.914,38.705
5/20/2022 10:00,30.925,39.61
5/20/2022 10:05,34.791,40.489
5/20/2022 10:10,36.75,41.341
5/20/2022 10:15,33.655,42.167
5/20/2022 10:20,41.745,42.967
5/20/2022 10:25,39.001,43.741
5/20/2022 10:30,46.18,44.488
5/20/2022 10:35,45.834,45.21
5/20/2022 10:40,44.342,45.906
5/20/2022 10:45,38.385,46.577
5/20/2022 10:50,46.287,47.222
5/20/2022 10:55,41.023,47.79
5/20/2022 11:00,40.909,48.281
5/20/2022 11:05,35.37,48.752
5/20/2022 11:10,47.783,49.203
5/20/2022 11:15,45.491,49.498
5/20/2022 11:20,50.702,49.741
5/20/2022 11:25,48.612,49.972
5/20/2022 11:30,48.151,50.049
5/20/2022 11:35,41.189,50.049
5/20/2022 11:40,43.08,50.049
5/20/2022 11:45,47.704,50.049
5/20/2022 11:50,51.135,50.049
5/20/2022 11:55,50.64,50.049
5/20/2022 12:00,52.158,50.049
5/20/2022 12:05,50.392,50.049
5/20/2022 12:10,51.69,50.049
5/20/2022 12:15,55.187,50.049
5/20/2022 12:20,40.921,50.049
5/20/2022 12:25,55.325,50.049
5/20/2022 12:30,58.084,50.049
5/20/2022 12:35,48.773,50.049
5/20/2022 12:40,54.624,50.049
5/20/2022 12:45,45.838,50.049
5/20/2022 12:50,56.936,50.049
5/20/2022 12:55,56.774,50.049
5/20/2022 13:00,56.757,50.049
5/20/2022 13:05,53.976,50.049
5/20/2022 13:10,60.219,50.049
5/20/2022 13:15,50.059,50.049
5/20/2022 13:20,50.736,50.049
5/20/2022 13:25,49.987,50.049
5/20/2022 13:30,56.059,50.049
5/20/2022 13:35,59.851,50.049
5/20/2022 13:40,57.726,50.049
5/20/2022 13:45,62.505,50.049
5/20/2022 13:50,62.434,50.049
5/20/2022 13:55,58.679,50.049
5/20/2022 14:00,58.593,50.049
5/20/2022 14:05,61.212,50.049
5/20/2022 14:10,55.504,50.049
5/20/2022 14:15,59.478,50.049
5/20/2022 14:20,62.21,50.049
5/20/2022 14:25,62.104,50.049
5/20/2022 14:30,61.726,50.049
5/20/2022 14:35,56.978,50.049
5/20/2022 14:40,52.419,50.049
5/20/2022 14:45,62.223,49.903
5/20/2022 14:50,61.998,49.67
5/20/2022 14:55,58.42,49.425
5/20/2022 15:00,61.913,49.078
5/20/2022 15:05,62.296,48.628
5/20/2022 15:10,58.866,48.157
5/20/2022 15:15,61.35,47.667
5/20/2022 15:20,60.592,47.073
5/20/2022 15:25,54.603,46.428
5/20/2022 15:30,47.563,45.759
5/20/2022 15:35,53.733,45.065
5/20/2022 15:40,36.718,44.345
5/20/2022 15:45,30.012,43.601
5/20/2022 15:50,48.607,42.831
5/20/2022 15:55,52.188,42.035
5/20/2022 16:00,48.014,41.215
5/20/2022 16:05,42.192,40.371
5/20/2022 16:10,34.704,39.5
5/20/2022 16:15,28.469,38.604
5/20/2022 16:20,21.616,37.682
5/20/2022 16:25,30.703,36.733
5/20/2022 16:30,22.08,35.759
5/20/2022 16:35,32.469,34.759
5/20/2022 16:40,41.658,33.734
5/20/2022 16:45,39.915,32.684
5/20/2022 16:50,39.433,31.608
5/20/2022 16:55,32.74,30.509
5/20/2022 17:00,32.418,29.387
5/20/2022 17:05,31.778,28.244
5/20/2022 17:10,30.659,27.079
5/20/2022 17:15,29.64,25.894
5/20/2022 17:20,27.589,24.691
5/20/2022 17:25,25.729,23.471
5/20/2022 17:30,24.37,22.238
5/20/2022 17:35,22.227,20.994
5/20/2022 17:40,20.747,19.742
5/20/2022 17:45,19.827,18.487
5/20/2022 17:50,18.597,17.232
5/20/2022 17:55,17.659,15.984
5/20/2022 18:00,16.112,14.748
5/20/2022 18:05,14.166,13.531
5/20/2022 18:10,12.84,12.339
5/20/2022 18:15,11.95,11.182
5/20/2022 18:20,10.888,10.066
5/20/2022 18:25,9.581,9.002
5/20/2022 18:30,8.478,7.998
5/20/2022 18:35,7.356,7.063
5/20/2022 18:40,6.691,6.205
5/20/2022 18:45,6.053,5.432
5/20/2022 18:50,5.489,4.748
5/20/2022 18:55,4.726,4.154
5/20/2022 19:00,4.065,3.647
5/20/2022 19:05,3.372,3.218
5/20/2022 19:10,2.786,2.848
5/20/2022 19:15,2.278,2.5
5/20/2022 19:20,1.859,2.119
5/20/2022 19:25,1.565,1.752
5/20/2022 19:30,1.469,1.357
5/20/2022 19:35,1.267,0.935
5/20/2022 19:40,1.109,0.495
5/20/2022 19:45,0.87,0.079
5/20/2022 19:50,0.779,0
5/20/2022 19:55,0.623,0
5/20/2022 20:00,0.365,0
5/20/2022 20:05,0.122,0
5/20/2022 20:10,0.022,0
5/20/2022 20:15,-0.008,0
5/20/2022 20:20,-0.012,0
5/20/2022 20:25,-0.009,0
5/20/2022 20:30,-0.01,0
5/20/2022 20:35,-0.012,0
5/20/2022 20:40,-0.011,0
5/20/2022 20:45,-0.008,0
5/20/2022 20:50,-0.012,0
5/20/2022 20:55,-0.008,0
5/20/2022 21:00,-0.012,0
5/20/2022 21:05,-0.012,0
5/20/2022 21:10,-0.011,0
5/20/2022 21:15,-0.01,0
5/20/2022 21:20,-0.009,0
5/20/2022 21:25,-0.008,0
5/20/2022 21:30,-0.012,0
5/20/2022 21:35,-0.012,0
5/20/2022 21:40,-0.008,0
5/20/2022 21:45,-0.009,0
5/20/2022 21:50,-0.014,0
5/20/2022 21:55,-0.006,0
5/20/2022 22:00,-0.01,0
5/20/2022 22:05,-0.01,0
5/20/2022 22:10,-0.013,0
5/20/2022 22:15,-0.008,0
5/20/2022 22:20,-0.012,0
5/20/2022 22:25,-0.012,0
5/20/2022 22:30,-0.012,0
5/20/2022 22:35,-0.009,0
5/20/2022 22:40,-0.006,0
5/20/2022 22:45,-0.012,0
5/20/2022 22:50,-0.012,0
5/20/2022 22:55,-0.009,0
5/20/2022 23:00,-0.01,0
5/20/2022 23:05,-0.009,0
5/20/2022 23:10,-0.01,0
5/20/2022 23:15,-0.012,0
5/20/2022 23:20,-0.012,0
5/20/2022 23:25,-0.009,0
5/20/2022 23:30,-0.01,0
5/20/2022 23:35,-0.012,0
5/20/2022 23:40,-0.012,0
5/20/2022 23:45,-0.009,0
5/20/2022 23:50,-0.006,0
5/20/2022 23:55,-0.011,0
5/21/2022 0:00,-0.012,0
5/21/2022 0:05,-0.01,0
5/21/2022 0:10,-0.006,0
5/21/2022 0:15,-0.014,0
5/21/2022 0:20,-0.01,0
5/21/2022 0:25,-0.012,0
5/21/2022 0:30,-0.012,0
5/21/2022 0:35,-0.01,0
5/21/2022 0:40,-0.01,0
5/21/2022 0:45,-0.012,0
5/21/2022 0:50,-0.011,0
5/21/2022 0:55,-0.008,0
5/21/2022 1:00,-0.011,0
5/21/2022 1:05,-0.012,0
5/21/2022 1:10,-0.008,0
5/21/2022 1:15,-0.012,0
5/21/2022 1:20,-0.008,0
5/21/2022 1:25,-0.012,0
5/21/2022 1:30,-0.012,0
5/21/2022 1:35,-0.012,0
5/21/2022 1:40,-0.012,0
5/21/2022 1:45,-0.009,0
5/21/2022 1:50,-0.006,0
5/21/2022 1:55,-0.015,0
5/21/2022 2:00,-0.008,0
5/21/2022 2:05,-0.015,0
5/21/2022 2:10,-0.008,0
5/21/2022 2:15,-0.008,0
5/21/2022 2:20,-0.016,0
5/21/2022 2:25,-0.009,0
5/21/2022 2:30,-0.006,0
5/21/2022 2:35,-0.013,0
5/21/2022 2:40,-0.01,0
5/21/2022 2:45,-0.013,0
5/21/2022 2:50,-0.01,0
5/21/2022 2:55,-0.011,0
5/21/2022 3:00,-0.008,0
5/21/2022 3:05,-0.012,0
5/21/2022 3:10,-0.012,0
5/21/2022 3:15,-0.012,0
5/21/2022 3:20,-0.011,0
5/21/2022 3:25,-0.008,0
5/21/2022 3:30,-0.015,0
5/21/2022 3:35,-0.008,0
5/21/2022 3:40,-0.008,0
5/21/2022 3:45,-0.015,0
5/21/2022 3:50,-0.011,0
5/21/2022 3:55,-0.008,0
5/21/2022 4:00,-0.012,0
5/21/2022 4:05,-0.009,0
5/21/2022 4:10,-0.01,0
5/21/2022 4:15,-0.014,0
5/21/2022 4:20,-0.009,0
5/21/2022 4:25,-0.012,0
5/21/2022 4:30,-0.011,0
5/21/2022 4:35,-0.008,0
5/21/2022 4:40,-0.012,0
5/21/2022 4:45,-0.012,0
5/21/2022 4:50,-0.015,0
5/21/2022 4:55,-0.007,0
5/21/2022 5:00,-0.01,0
5/21/2022 5:05,-0.013,0
5/21/2022 5:10,-0.014,0
5/21/2022 5:15,-0.006,0
5/21/2022 5:20,-0.014,0
5/21/2022 5:25,-0.012,0
5/21/2022 5:30,-0.008,0
5/21/2022 5:35,-0.012,0
5/21/2022 5:40,-0.015,0
5/21/2022 5:45,-0.008,0
5/21/2022 5:50,-0.008,0
5/21/2022 5:55,-0.014,0
5/21/2022 6:00,-0.009,0
5/21/2022 6:05,0.003,0
5/21/2022 6:10,0.015,0
5/21/2022 6:15,0.068,0
5/21/2022 6:20,0.095,0
5/21/2022 6:25,0.155,0.034
5/21/2022 6:30,0.538,0.442
5/21/2022 6:35,0.944,0.887
5/21/2022 6:40,1.362,1.316
5/21/2022 6:45,2.23,1.72
5/21/2022 6:50,2.637,2.095
5/21/2022 6:55,3.093,2.467
5/21/2022 7:00,2.841,2.833
5/21/2022 7:05,2.389,3.194
5/21/2022 7:10,1.942,3.612
5/21/2022 7:15,1.719,4.105
5/21/2022 7:20,1.767,4.684
5/21/2022 7:25,2.126,5.354
5/21/2022 7:30,2.489,6.114
5/21/2022 7:35,4.479,6.96
5/21/2022 7:40,5.53,7.886
5/21/2022 7:45,4.752,8.885
5/21/2022 7:50,2.534,9.946
5/21/2022 7:55,2.055,11.061
5/21/2022 8:00,2.607,12.22
5/21/2022 8:05,2.346,13.416
5/21/2022 8:10,3.62,14.639
5/21/2022 8:15,6,15.882
5/21/2022 8:20,3.648,17.139
5/21/2022 8:25,6.214,18.403
5/21/2022 8:30,6.953,19.67
5/21/2022 8:35,6.999,20.933
5/21/2022 8:40,6.95,22.189
5/21/2022 8:45,7.446,23.436
5/21/2022 8:50,10.498,24.668
5/21/2022 8:55,11.302,25.885
5/21/2022 9:00,9.235,27.083
5/21/2022 9:05,8.815,28.262
5/21/2022 9:10,9.223,29.419
5/21/2022 9:15,9.137,30.554
5/21/2022 9:20,15.444,31.664
5/21/2022 9:25,17.489,32.75
5/21/2022 9:30,18.115,33.812
5/21/2022 9:35,28.127,34.847
5/21/2022 9:40,31.003,35.857
5/21/2022 9:45,41.703,36.84
5/21/2022 9:50,42.71,37.797
5/21/2022 9:55,41.744,38.728
5/21/2022 10:00,38.12,39.632
5/21/2022 10:05,24.629,40.511
5/21/2022 10:10,31.897,41.363
5/21/2022 10:15,40.425,42.188
5/21/2022 10:20,25.147,42.987
5/21/2022 10:25,34.698,43.761
5/21/2022 10:30,39.311,44.508
5/21/2022 10:35,54.287,45.23
5/21/2022 10:40,56.061,45.926
5/21/2022 10:45,45.945,46.596
5/21/2022 10:50,47.596,47.241
5/21/2022 10:55,40.733,47.819
5/21/2022 11:00,43.686,48.31
5/21/2022 11:05,34.941,48.78
5/21/2022 11:10,48.752,49.231
5/21/2022 11:15,32.965,49.547
5/21/2022 11:20,29.305,49.789
5/21/2022 11:25,37.799,50.021
5/21/2022 11:30,50.069,50.129
5/21/2022 11:35,39.451,50.129
5/21/2022 11:40,24.986,50.129
5/21/2022 11:45,50.038,50.129
5/21/2022 11:50,38.965,50.129
5/21/2022 11:55,57.354,50.129
5/21/2022 12:00,59.111,50.129
5/21/2022 12:05,47.73,50.129
5/21/2022 12:10,50.949,50.129
5/21/2022 12:15,57.326,50.129
5/21/2022 12:20,35.487,50.129
5/21/2022 12:25,48.966,50.129
5/21/2022 12:30,58.013,50.129
5/21/2022 12:35,39.859,50.129
5/21/2022 12:40,42.249,50.129
5/21/2022 12:45,57.714,50.129
5/21/2022 12:50,51.503,50.129
5/21/2022 12:55,53.929,50.129
5/21/2022 13:00,50.139,50.129
5/21/2022 13:05,46.974,50.129
5/21/2022 13:10,45.21,50.129
5/21/2022 13:15,27.603,50.129
5/21/2022 13:20,34.587,50.129
5/21/2022 13:25,30.721,50.129
5/21/2022 13:30,22.093,50.129
5/21/2022 13:35,53.099,50.129
5/21/2022 13:40,61.394,50.129
5/21/2022 13:45,61.424,50.129
5/21/2022 13:50,49.273,50.129
5/21/2022 13:55,42.106,50.129
5/21/2022 14:00,45.127,50.129
5/21/2022 14:05,54.174,50.129
5/21/2022 14:10,47.011,50.129
5/21/2022 14:15,53.965,50.129
5/21/2022 14:20,58.364,50.129
5/21/2022 14:25,59.048,50.129
5/21/2022 14:30,43.997,50.129
5/21/2022 14:35,27.502,50.129
5/21/2022 14:40,24.087,50.129
5/21/2022 14:45,31.079,49.956
5/21/2022 14:50,38.252,49.723
